order_id,fk_buyer_id,fk_depot_id,sales_order_status,creation_time
127419,108644,8,Rejected,2021-07-13 05:06:34.0
127422,108568,2,Shipped,2021-07-13 05:08:15.0
127425,62444,4,Shipped,2021-07-13 05:13:59.0
127428,74612,4,Shipped,2021-07-13 05:19:45.0
127431,59152,8,Shipped,2021-07-13 05:19:46.0
127434,98012,2,Shipped,2021-07-13 05:33:17.0
127437,99596,2,Rejected,2021-07-13 05:33:24.0
127440,74092,8,Shipped,2021-07-13 05:35:03.0
127443,54208,9,Rejected,2021-07-13 05:35:54.0
127446,97608,3,Rejected,2021-07-13 05:42:30.0
127449,87028,9,Shipped,2021-07-13 05:45:06.0
127452,108692,8,Shipped,2021-07-13 05:48:34.0
127455,96808,4,Rejected,2021-07-13 05:50:36.0
127458,80516,3,Rejected,2021-07-13 05:52:30.0
127461,80516,3,Rejected,2021-07-13 05:53:40.0
127464,80516,3,Rejected,2021-07-13 05:59:58.0
127467,54208,9,Rejected,2021-07-13 06:02:20.0
127470,19080,1,Rejected,2021-07-13 06:06:23.0
127473,19324,1,Shipped,2021-07-13 06:11:49.0
127476,76516,8,Rejected,2021-07-13 06:13:23.0
127479,89344,8,Shipped,2021-07-13 06:18:04.0
127482,104748,8,Shipped,2021-07-13 06:19:18.0
127485,108728,1,Rejected,2021-07-13 06:19:31.0
127488,53008,8,Shipped,2021-07-13 06:19:49.0
127491,56604,9,Shipped,2021-07-13 06:26:20.0
127494,61352,9,Rejected,2021-07-13 06:28:15.0
127497,76516,8,Rejected,2021-07-13 06:29:35.0
127500,76516,8,Rejected,2021-07-13 06:32:23.0
127503,46744,5,Rejected,2021-07-13 06:33:33.0
127506,44388,8,Shipped,2021-07-13 06:42:11.0
127509,76516,8,Shipped,2021-07-13 06:44:16.0
127512,38056,1,Rejected,2021-07-13 06:44:54.0
127515,104520,9,Rejected,2021-07-13 06:45:14.0
127518,38056,1,Shipped,2021-07-13 06:46:05.0
127521,108668,9,Shipped,2021-07-13 06:48:01.0
127524,108752,1,Rejected,2021-07-13 06:50:25.0
127527,46480,8,Shipped,2021-07-13 06:53:09.0
127530,19080,1,Rejected,2021-07-13 06:59:20.0
127533,40788,1,Shipped,2021-07-13 07:01:02.0
127536,29184,5,Rejected,2021-07-13 07:08:53.0
127539,29184,5,Shipped,2021-07-13 07:17:09.0
127542,108752,1,Rejected,2021-07-13 07:18:57.0
127545,108752,1,Rejected,2021-07-13 07:21:29.0
127548,30796,1,Shipped,2021-07-13 07:26:37.0
127551,52032,8,Shipped,2021-07-13 07:27:01.0
127554,44324,1,Shipped,2021-07-13 07:27:10.0
127557,80888,2,Rejected,2021-07-13 07:33:16.0
127560,79516,1,Shipped,2021-07-13 07:35:27.0
127563,91536,7,Shipped,2021-07-13 07:35:31.0
127566,87352,1,Rejected,2021-07-13 07:37:21.0
127569,80888,2,Rejected,2021-07-13 07:37:32.0
127572,87352,1,Shipped,2021-07-13 07:38:19.0
127575,108800,4,Rejected,2021-07-13 07:46:57.0
127578,89896,4,Shipped,2021-07-13 07:57:11.0
127581,89896,4,Rejected,2021-07-13 07:58:29.0
127584,89896,4,Rejected,2021-07-13 07:59:11.0
127587,57032,5,Shipped,2021-07-13 07:59:28.0
127590,53192,1,Rejected,2021-07-13 08:03:05.0
127593,54208,9,Rejected,2021-07-13 08:11:02.0
127596,22160,1,Shipped,2021-07-13 08:12:42.0
127599,3720,1,Rejected,2021-07-13 08:12:52.0
127602,97920,9,Rejected,2021-07-13 08:14:47.0
127605,30260,1,Shipped,2021-07-13 08:15:35.0
127608,97920,9,Rejected,2021-07-13 08:17:06.0
127611,90340,9,Rejected,2021-07-13 08:18:11.0
127614,97920,9,Rejected,2021-07-13 08:18:55.0
127617,108516,1,Rejected,2021-07-13 08:21:25.0
127620,108764,9,Rejected,2021-07-13 08:22:36.0
127623,87136,8,Shipped,2021-07-13 08:26:32.0
127626,97920,9,Rejected,2021-07-13 08:31:20.0
127629,74960,4,Shipped,2021-07-13 08:31:23.0
127632,97920,9,Rejected,2021-07-13 08:32:11.0
127635,44336,9,Rejected,2021-07-13 08:36:37.0
127638,78348,2,Shipped,2021-07-13 08:50:14.0
127641,99320,2,Shipped,2021-07-13 08:52:00.0
127644,30888,5,Shipped,2021-07-13 08:57:49.0
127647,106864,2,Shipped,2021-07-13 09:00:11.0
127650,69192,2,Shipped,2021-07-13 09:00:48.0
127653,108816,9,Rejected,2021-07-13 09:12:59.0
127656,96412,5,Shipped,2021-07-13 09:13:15.0
127659,101484,8,Shipped,2021-07-13 09:14:32.0
127662,81268,4,Shipped,2021-07-13 09:21:04.0
127665,108876,4,Rejected,2021-07-13 09:21:43.0
127668,92472,2,Shipped,2021-07-13 09:26:11.0
127671,49164,9,Rejected,2021-07-13 09:33:15.0
127674,49164,9,Rejected,2021-07-13 09:34:52.0
127677,84612,8,Rejected,2021-07-13 09:41:15.0
127680,25920,1,Shipped,2021-07-13 09:41:21.0
127683,38752,1,Rejected,2021-07-13 09:43:16.0
127686,84612,8,Rejected,2021-07-13 09:43:21.0
127689,84612,8,Rejected,2021-07-13 09:43:47.0
127692,84612,8,Rejected,2021-07-13 09:44:14.0
127695,29576,5,Shipped,2021-07-13 09:55:06.0
127698,85584,8,Rejected,2021-07-13 09:57:03.0
127701,108812,8,Rejected,2021-07-13 10:00:23.0
127704,83592,7,Shipped,2021-07-13 10:01:10.0
127707,108812,8,Rejected,2021-07-13 10:03:54.0
127710,18724,1,Shipped,2021-07-13 10:08:33.0
127713,54208,9,Shipped,2021-07-13 10:09:32.0
127716,54364,8,Rejected,2021-07-13 10:10:48.0
127719,81760,3,Rejected,2021-07-13 10:16:47.0
127722,24452,1,Shipped,2021-07-13 10:17:15.0
127725,81760,3,Rejected,2021-07-13 10:18:16.0
127728,108888,1,Rejected,2021-07-13 10:18:54.0
127731,84612,8,Shipped,2021-07-13 10:22:41.0
127734,34668,1,Shipped,2021-07-13 10:25:12.0
127737,108764,9,Shipped,2021-07-13 10:26:07.0
127740,108888,1,Rejected,2021-07-13 10:30:08.0
127743,71116,9,Shipped,2021-07-13 10:31:14.0
127746,108876,4,Rejected,2021-07-13 10:32:36.0
127749,65336,1,Shipped,2021-07-13 10:36:02.0
127752,42120,8,Rejected,2021-07-13 10:43:41.0
127755,44292,9,Rejected,2021-07-13 10:46:37.0
127758,42120,8,Rejected,2021-07-13 10:47:49.0
127761,54356,8,Rejected,2021-07-13 10:49:33.0
127764,97920,9,Rejected,2021-07-13 10:50:18.0
127767,97920,9,Rejected,2021-07-13 10:53:28.0
127770,97920,9,Rejected,2021-07-13 10:59:33.0
127773,94252,8,Rejected,2021-07-13 11:00:43.0
127776,66000,9,Shipped,2021-07-13 11:02:27.0
127779,108904,9,Rejected,2021-07-13 11:08:37.0
127782,56000,8,Rejected,2021-07-13 11:14:23.0
127785,71628,2,Rejected,2021-07-13 11:15:29.0
127788,56000,8,Rejected,2021-07-13 11:19:19.0
127791,53008,8,Rejected,2021-07-13 11:22:11.0
127794,56000,8,Rejected,2021-07-13 11:23:26.0
127797,108916,4,Rejected,2021-07-13 11:27:30.0
127800,37480,5,Shipped,2021-07-13 11:33:54.0
127803,55672,8,Rejected,2021-07-13 11:34:50.0
127806,97920,9,Rejected,2021-07-13 11:39:11.0
127809,35808,1,Rejected,2021-07-13 11:40:18.0
127812,97920,9,Shipped,2021-07-13 11:41:38.0
127815,65044,8,Rejected,2021-07-13 11:49:50.0
127818,42120,8,Rejected,2021-07-13 11:50:41.0
127821,108936,9,Rejected,2021-07-13 11:51:45.0
127824,42120,8,Shipped,2021-07-13 11:54:56.0
127827,88044,8,Rejected,2021-07-13 12:01:29.0
127830,63220,8,Rejected,2021-07-13 12:02:04.0
127833,67552,3,Rejected,2021-07-13 12:05:13.0
127836,26552,1,Rejected,2021-07-13 12:05:49.0
127839,108816,9,Rejected,2021-07-13 12:10:14.0
127842,108816,9,Shipped,2021-07-13 12:11:43.0
127845,1520,1,Shipped,2021-07-13 12:20:50.0
127848,1520,1,Rejected,2021-07-13 12:22:54.0
127851,40988,1,Rejected,2021-07-13 12:26:03.0
127854,48572,9,Shipped,2021-07-13 12:29:56.0
127857,104284,1,Rejected,2021-07-13 12:30:31.0
127860,72284,9,Shipped,2021-07-13 12:43:04.0
127863,25284,1,Shipped,2021-07-13 12:44:46.0
127866,25284,1,Rejected,2021-07-13 12:48:16.0
127869,35676,1,Rejected,2021-07-13 12:52:10.0
127872,34556,1,Rejected,2021-07-13 12:54:25.0
127875,75000,5,Rejected,2021-07-13 12:57:12.0
127878,108960,1,Rejected,2021-07-13 13:00:01.0
127881,54532,9,Rejected,2021-07-13 13:01:36.0
127884,80888,2,Rejected,2021-07-13 13:02:16.0
127887,75000,5,Shipped,2021-07-13 13:04:01.0
127890,80888,2,Rejected,2021-07-13 13:06:49.0
127893,85600,8,Shipped,2021-07-13 13:10:28.0
127896,108772,3,Rejected,2021-07-13 13:12:39.0
127899,61376,5,Shipped,2021-07-13 13:17:07.0
127902,106744,1,Rejected,2021-07-13 13:18:21.0
127905,19080,1,Shipped,2021-07-13 13:33:05.0
127908,55068,1,Shipped,2021-07-13 13:35:44.0
127911,42516,1,Shipped,2021-07-13 13:44:16.0
127914,26552,1,Shipped,2021-07-13 13:45:26.0
127917,67076,1,Shipped,2021-07-13 13:47:18.0
127920,96808,4,Shipped,2021-07-13 14:06:19.0
127923,73276,5,Rejected,2021-07-13 14:09:14.0
127926,98936,1,Rejected,2021-07-13 14:21:35.0
127929,44176,8,Shipped,2021-07-13 14:30:03.0
127932,47448,8,Rejected,2021-07-13 14:32:53.0
127935,58676,1,Rejected,2021-07-13 14:44:10.0
127938,76516,8,Rejected,2021-07-13 15:12:38.0
127941,76516,8,Rejected,2021-07-13 15:14:46.0
127944,102200,1,Rejected,2021-07-13 15:21:19.0
127947,59516,9,Rejected,2021-07-13 15:28:03.0
127950,34988,5,Rejected,2021-07-13 15:29:08.0
127953,80888,2,Rejected,2021-07-13 15:30:16.0
127956,59516,9,Rejected,2021-07-13 15:30:57.0
127959,34988,5,Rejected,2021-07-13 15:32:36.0
127962,80888,2,Rejected,2021-07-13 15:38:55.0
127965,69048,3,Shipped,2021-07-13 15:46:49.0
127968,60264,3,Rejected,2021-07-13 16:07:17.0
127971,100036,9,Rejected,2021-07-13 16:21:19.0
127974,100036,9,Rejected,2021-07-13 16:22:05.0
127977,109080,1,Rejected,2021-07-13 16:22:10.0
127980,100036,9,Rejected,2021-07-13 16:23:22.0
127983,100036,9,Rejected,2021-07-13 16:33:39.0
127986,100036,9,Rejected,2021-07-13 16:34:54.0
127989,100036,9,Rejected,2021-07-13 16:40:47.0
127992,32344,5,Rejected,2021-07-13 16:45:33.0
127995,108908,8,Rejected,2021-07-13 17:06:15.0
127998,83964,3,Rejected,2021-07-13 20:59:40.0
128001,58364,8,Shipped,2021-07-14 01:22:01.0
128004,84428,8,Rejected,2021-07-14 01:43:55.0
128007,109160,1,Rejected,2021-07-14 02:07:27.0
128010,60052,9,Shipped,2021-07-14 02:23:54.0
128013,43272,8,Rejected,2021-07-14 02:41:00.0
128016,99816,2,Rejected,2021-07-14 02:42:47.0
128019,94404,1,Rejected,2021-07-14 02:52:25.0
128022,94404,1,Rejected,2021-07-14 02:54:29.0
128025,109152,1,Rejected,2021-07-14 03:29:07.0
128028,109180,8,Rejected,2021-07-14 03:38:23.0
128031,54204,9,Rejected,2021-07-14 03:40:45.0
128034,109184,1,Rejected,2021-07-14 03:46:11.0
128037,109184,1,Rejected,2021-07-14 03:58:03.0
128040,108468,9,Rejected,2021-07-14 04:01:24.0
128043,61384,9,Shipped,2021-07-14 04:07:14.0
128046,53792,9,Shipped,2021-07-14 04:12:24.0
128049,93036,8,Shipped,2021-07-14 04:15:54.0
128052,100036,9,Shipped,2021-07-14 04:33:14.0
128055,109208,8,Rejected,2021-07-14 04:41:50.0
128058,100708,8,Shipped,2021-07-14 04:50:13.0
128061,64364,8,Rejected,2021-07-14 04:58:12.0
128064,64364,8,Shipped,2021-07-14 05:03:52.0
128067,62628,4,Shipped,2021-07-14 05:12:01.0
128070,62600,4,Rejected,2021-07-14 05:14:59.0
128073,44368,9,Shipped,2021-07-14 05:16:08.0
128076,45196,8,Shipped,2021-07-14 05:19:56.0
128079,36232,1,Shipped,2021-07-14 05:21:22.0
128082,109244,4,Shipped,2021-07-14 05:23:19.0
128085,73692,8,Shipped,2021-07-14 05:31:41.0
128088,106856,3,Rejected,2021-07-14 05:34:33.0
128091,84428,8,Shipped,2021-07-14 05:35:33.0
128094,73072,1,Shipped,2021-07-14 05:38:24.0
128097,82056,2,Rejected,2021-07-14 05:41:46.0
128100,86340,9,Shipped,2021-07-14 05:49:56.0
128103,33960,1,Rejected,2021-07-14 05:54:57.0
128106,107464,8,Shipped,2021-07-14 06:08:40.0
128109,33960,1,Shipped,2021-07-14 06:09:00.0
128112,43988,9,Rejected,2021-07-14 06:11:27.0
128115,106744,1,Rejected,2021-07-14 06:11:36.0
128118,105944,3,Rejected,2021-07-14 06:17:10.0
128121,105944,3,Rejected,2021-07-14 06:20:23.0
128124,98648,3,Rejected,2021-07-14 06:29:05.0
128127,107992,5,Rejected,2021-07-14 06:30:12.0
128130,59884,8,Shipped,2021-07-14 06:30:20.0
128133,98648,3,Shipped,2021-07-14 06:31:58.0
128136,91920,2,Shipped,2021-07-14 06:39:37.0
128139,109320,9,Shipped,2021-07-14 06:44:51.0
128142,71364,2,Shipped,2021-07-14 06:46:33.0
128145,76976,8,Shipped,2021-07-14 06:46:56.0
128148,42516,1,Rejected,2021-07-14 07:01:23.0
128151,81772,8,Rejected,2021-07-14 07:01:42.0
128154,102404,1,Rejected,2021-07-14 07:03:06.0
128157,109340,8,Shipped,2021-07-14 07:03:16.0
128160,94968,3,Rejected,2021-07-14 07:06:20.0
128163,44324,1,Rejected,2021-07-14 07:09:08.0
128166,109348,4,Rejected,2021-07-14 07:10:40.0
128169,91920,2,Rejected,2021-07-14 07:13:45.0
128172,109332,3,Rejected,2021-07-14 07:19:22.0
128175,37092,1,Shipped,2021-07-14 07:22:16.0
128178,109332,3,Shipped,2021-07-14 07:22:46.0
128181,9588,1,Rejected,2021-07-14 07:23:37.0
128184,38440,1,Rejected,2021-07-14 07:25:52.0
128187,3720,1,Rejected,2021-07-14 07:26:38.0
128190,38440,1,Rejected,2021-07-14 07:26:54.0
128193,109352,1,Rejected,2021-07-14 07:27:18.0
128196,41840,8,Rejected,2021-07-14 07:27:42.0
128199,44152,8,Pending,2021-07-14 07:27:57.0
128202,97116,9,Rejected,2021-07-14 07:28:02.0
128205,48176,9,Rejected,2021-07-14 07:30:07.0
128208,80888,2,Shipped,2021-07-14 07:32:47.0
128211,39748,1,Rejected,2021-07-14 07:36:48.0
128214,45196,8,Shipped,2021-07-14 07:38:16.0
128217,64668,4,Rejected,2021-07-14 07:38:33.0
128220,109368,1,Rejected,2021-07-14 07:38:51.0
128223,108772,3,Rejected,2021-07-14 07:39:52.0
128226,74828,2,Shipped,2021-07-14 07:59:57.0
128229,76092,1,Rejected,2021-07-14 08:05:08.0
128232,76092,1,Rejected,2021-07-14 08:06:43.0
128235,51000,2,Shipped,2021-07-14 08:07:23.0
128238,54516,1,Shipped,2021-07-14 08:10:53.0
128241,109184,1,Rejected,2021-07-14 08:15:23.0
128244,109184,1,Rejected,2021-07-14 08:18:00.0
128247,109384,1,Rejected,2021-07-14 08:19:13.0
128250,90500,4,Rejected,2021-07-14 08:19:27.0
128253,104172,9,Rejected,2021-07-14 08:20:00.0
128256,105984,9,Rejected,2021-07-14 08:23:44.0
128259,20868,1,Rejected,2021-07-14 08:25:16.0
128262,20868,1,Rejected,2021-07-14 08:29:33.0
128265,109184,1,Rejected,2021-07-14 08:31:52.0
128268,20936,1,Rejected,2021-07-14 08:34:37.0
128271,21184,1,Shipped,2021-07-14 08:39:05.0
128274,66000,9,Rejected,2021-07-14 08:45:11.0
128277,66000,9,Rejected,2021-07-14 08:46:17.0
128280,61044,3,Rejected,2021-07-14 08:46:57.0
128283,36232,1,Shipped,2021-07-14 08:49:31.0
128286,12336,1,Shipped,2021-07-14 08:51:04.0
128289,22632,1,Shipped,2021-07-14 08:57:59.0
128292,66000,9,Shipped,2021-07-14 08:59:18.0
128295,83964,3,Rejected,2021-07-14 09:02:08.0
128298,20868,1,Shipped,2021-07-14 09:07:47.0
128301,12336,1,Shipped,2021-07-14 09:11:11.0
128304,39500,1,Shipped,2021-07-14 09:16:01.0
128307,43844,9,Shipped,2021-07-14 09:17:31.0
128310,56324,8,Rejected,2021-07-14 09:20:05.0
128313,93876,9,Rejected,2021-07-14 09:21:03.0
128316,109272,9,Rejected,2021-07-14 09:21:04.0
128319,50968,9,Rejected,2021-07-14 09:22:49.0
128322,21844,1,Rejected,2021-07-14 09:23:41.0
128325,21844,1,Shipped,2021-07-14 09:25:52.0
128328,50968,9,Shipped,2021-07-14 09:27:04.0
128331,19404,1,Shipped,2021-07-14 09:27:31.0
128334,19404,1,Shipped,2021-07-14 09:28:13.0
128337,60684,8,Shipped,2021-07-14 09:30:49.0
128340,64932,2,Shipped,2021-07-14 09:32:36.0
128343,106172,8,Rejected,2021-07-14 09:34:32.0
128346,104284,1,Shipped,2021-07-14 09:34:51.0
128349,44324,1,Rejected,2021-07-14 09:36:48.0
128352,91536,7,Shipped,2021-07-14 09:37:52.0
128355,58824,8,Shipped,2021-07-14 09:40:12.0
128358,54624,1,Shipped,2021-07-14 09:41:22.0
128361,84096,2,Shipped,2021-07-14 09:47:15.0
128364,96192,1,Rejected,2021-07-14 09:47:27.0
128367,53908,9,Rejected,2021-07-14 09:51:55.0
128370,68884,8,Rejected,2021-07-14 09:59:28.0
128373,41280,8,Shipped,2021-07-14 10:01:26.0
128376,61428,3,Rejected,2021-07-14 10:04:54.0
128379,66732,9,Rejected,2021-07-14 10:10:34.0
128382,109492,9,Shipped,2021-07-14 10:11:30.0
128385,45764,8,Shipped,2021-07-14 10:12:58.0
128388,82844,9,Rejected,2021-07-14 10:16:38.0
128391,93876,9,Rejected,2021-07-14 10:19:29.0
128394,54356,8,Shipped,2021-07-14 10:21:47.0
128397,59892,8,Rejected,2021-07-14 10:22:35.0
128400,75220,3,Shipped,2021-07-14 10:27:24.0
128403,84540,1,Shipped,2021-07-14 10:28:48.0
128406,44324,1,Shipped,2021-07-14 10:30:04.0
128409,105272,9,Shipped,2021-07-14 10:30:20.0
128412,90376,4,Shipped,2021-07-14 10:30:28.0
128415,93876,9,Shipped,2021-07-14 10:30:54.0
128418,19404,1,Shipped,2021-07-14 10:32:47.0
128421,19324,1,Shipped,2021-07-14 10:34:33.0
128424,71780,2,Shipped,2021-07-14 10:39:08.0
128427,79652,8,Shipped,2021-07-14 10:48:02.0
128430,107108,2,Rejected,2021-07-14 10:48:49.0
128433,41708,5,Rejected,2021-07-14 10:55:00.0
128436,109492,9,Rejected,2021-07-14 10:55:40.0
128439,77364,2,Rejected,2021-07-14 10:58:04.0
128442,97980,3,Rejected,2021-07-14 10:58:35.0
128445,77364,2,Rejected,2021-07-14 10:58:51.0
128448,77364,2,Rejected,2021-07-14 10:59:51.0
128451,77364,2,Rejected,2021-07-14 11:00:37.0
128454,101536,1,Shipped,2021-07-14 11:01:38.0
128457,41708,5,Shipped,2021-07-14 11:03:17.0
128460,41708,5,Shipped,2021-07-14 11:04:53.0
128463,40408,1,Shipped,2021-07-14 11:06:47.0
128466,77364,2,Shipped,2021-07-14 11:10:44.0
128469,26904,1,Shipped,2021-07-14 11:18:51.0
128472,73384,1,Rejected,2021-07-14 11:35:31.0
128475,21380,1,Shipped,2021-07-14 11:37:11.0
128478,23972,1,Rejected,2021-07-14 11:44:49.0
128481,109604,4,Rejected,2021-07-14 11:49:45.0
128484,109588,9,Rejected,2021-07-14 11:53:45.0
128487,105984,9,Shipped,2021-07-14 11:55:01.0
128490,85836,8,Shipped,2021-07-14 11:55:03.0
128493,23460,1,Shipped,2021-07-14 11:55:34.0
128496,73876,3,Rejected,2021-07-14 11:55:58.0
128499,109588,9,Rejected,2021-07-14 11:59:30.0
128502,79376,4,Shipped,2021-07-14 12:11:20.0
128505,94968,3,Shipped,2021-07-14 12:12:43.0
128508,1600,1,Shipped,2021-07-14 12:14:08.0
128511,33692,1,Rejected,2021-07-14 12:20:18.0
128514,83404,9,Rejected,2021-07-14 12:22:32.0
128517,55796,5,Rejected,2021-07-14 12:27:12.0
128520,21696,1,Shipped,2021-07-14 12:42:40.0
128523,77364,2,Rejected,2021-07-14 12:47:44.0
128526,109644,5,Rejected,2021-07-14 12:52:38.0
128529,45804,5,Shipped,2021-07-14 12:54:25.0
128532,63272,3,Shipped,2021-07-14 13:10:38.0
128535,77732,4,Rejected,2021-07-14 13:18:27.0
128538,73876,3,Shipped,2021-07-14 13:19:44.0
128541,99560,3,Shipped,2021-07-14 13:24:18.0
128544,30956,1,Rejected,2021-07-14 13:24:24.0
128547,30956,1,Shipped,2021-07-14 13:27:04.0
128550,66000,9,Rejected,2021-07-14 13:30:30.0
128553,66000,9,Rejected,2021-07-14 13:31:14.0
128556,109228,4,Rejected,2021-07-14 13:38:46.0
128559,33804,1,Rejected,2021-07-14 13:49:51.0
128562,94600,9,Shipped,2021-07-14 13:49:52.0
128565,42388,5,Rejected,2021-07-14 13:57:04.0
128568,42388,5,Rejected,2021-07-14 14:01:44.0
128571,42388,5,Rejected,2021-07-14 14:01:49.0
128574,73072,1,Rejected,2021-07-14 14:03:29.0
128577,102328,2,Rejected,2021-07-14 14:45:57.0
128580,97920,9,Rejected,2021-07-14 15:11:03.0
128583,18724,1,Shipped,2021-07-14 15:12:00.0
128586,89460,1,Rejected,2021-07-14 15:16:11.0
128589,44268,8,Rejected,2021-07-14 15:20:55.0
128592,86628,9,Rejected,2021-07-14 15:37:16.0
128595,57296,1,Rejected,2021-07-14 15:45:48.0
128598,80840,2,Rejected,2021-07-14 15:46:10.0
128601,72404,9,Rejected,2021-07-14 15:56:13.0
128604,65896,7,Rejected,2021-07-14 15:56:15.0
128607,33804,1,Rejected,2021-07-14 16:39:13.0
128610,38440,1,Rejected,2021-07-14 16:51:35.0
128613,46988,8,Rejected,2021-07-14 17:20:50.0
128616,80152,9,Rejected,2021-07-14 17:34:02.0
128619,51896,9,Shipped,2021-07-14 18:19:37.0
128622,83964,3,Rejected,2021-07-14 20:32:15.0
128625,85552,2,Rejected,2021-07-14 23:44:45.0
128628,51896,9,Rejected,2021-07-15 01:05:50.0
128631,51556,8,Rejected,2021-07-15 01:24:48.0
128634,51556,8,Rejected,2021-07-15 01:27:53.0
128637,68884,8,Rejected,2021-07-15 01:59:03.0
128640,53140,8,Shipped,2021-07-15 02:15:15.0
128643,70620,3,Shipped,2021-07-15 02:43:30.0
128646,41840,8,Shipped,2021-07-15 02:53:10.0
128649,50968,9,Rejected,2021-07-15 02:54:39.0
128652,86112,8,Rejected,2021-07-15 03:01:03.0
128655,98452,3,Rejected,2021-07-15 03:02:25.0
128658,98452,3,Shipped,2021-07-15 03:03:07.0
128661,91080,8,Shipped,2021-07-15 03:24:26.0
128664,59696,9,Shipped,2021-07-15 03:58:38.0
128667,73208,3,Shipped,2021-07-15 04:01:12.0
128670,68884,8,Shipped,2021-07-15 04:03:06.0
128673,109896,9,Rejected,2021-07-15 04:11:42.0
128676,61428,3,Shipped,2021-07-15 04:22:24.0
128679,100736,3,Shipped,2021-07-15 04:26:38.0
128682,109896,9,Rejected,2021-07-15 04:37:08.0
128685,94972,3,Rejected,2021-07-15 04:38:13.0
128688,97116,9,Shipped,2021-07-15 04:50:19.0
128691,51556,8,Rejected,2021-07-15 04:59:32.0
128694,30960,1,Shipped,2021-07-15 05:10:05.0
128697,54684,9,Rejected,2021-07-15 05:16:24.0
128700,54684,9,Rejected,2021-07-15 05:20:48.0
128703,48072,8,Rejected,2021-07-15 05:26:56.0
128706,73252,4,Rejected,2021-07-15 05:28:04.0
128709,58896,2,Rejected,2021-07-15 05:40:04.0
128712,90500,4,Shipped,2021-07-15 05:42:01.0
128715,1600,1,Shipped,2021-07-15 05:44:29.0
128718,109720,7,Rejected,2021-07-15 05:47:09.0
128721,62644,8,Shipped,2021-07-15 05:50:16.0
128724,108772,3,Shipped,2021-07-15 05:51:53.0
128727,61856,8,Rejected,2021-07-15 06:00:24.0
128730,57140,8,Rejected,2021-07-15 06:01:59.0
128733,45596,9,Rejected,2021-07-15 06:06:19.0
128736,54684,9,Rejected,2021-07-15 06:11:14.0
128739,77548,4,Rejected,2021-07-15 06:11:35.0
128742,52096,8,Rejected,2021-07-15 06:13:00.0
128745,45596,9,Shipped,2021-07-15 06:15:15.0
128748,109272,9,Shipped,2021-07-15 06:15:21.0
128751,85212,4,Rejected,2021-07-15 06:23:15.0
128754,77548,4,Shipped,2021-07-15 06:24:23.0
128757,83592,7,Shipped,2021-07-15 06:26:21.0
128760,20360,1,Shipped,2021-07-15 06:31:26.0
128763,96684,3,Shipped,2021-07-15 06:42:10.0
128766,83968,9,Rejected,2021-07-15 06:42:34.0
128769,22292,1,Shipped,2021-07-15 06:44:47.0
128772,22652,1,Shipped,2021-07-15 06:46:34.0
128775,85868,9,Rejected,2021-07-15 06:46:51.0
128778,90308,1,Rejected,2021-07-15 06:48:47.0
128781,22652,1,Rejected,2021-07-15 06:51:20.0
128784,109944,3,Rejected,2021-07-15 06:51:51.0
128787,83968,9,Rejected,2021-07-15 06:53:04.0
128790,109184,1,Rejected,2021-07-15 06:53:27.0
128793,44816,1,Shipped,2021-07-15 06:54:32.0
128796,95588,4,Shipped,2021-07-15 06:55:13.0
128799,39748,1,Rejected,2021-07-15 06:55:39.0
128802,83968,9,Rejected,2021-07-15 06:57:04.0
128805,20360,1,Rejected,2021-07-15 06:57:40.0
128808,66852,8,Rejected,2021-07-15 06:58:05.0
128811,85868,9,Shipped,2021-07-15 06:58:26.0
128814,39748,1,Shipped,2021-07-15 06:58:52.0
128817,33804,1,Shipped,2021-07-15 07:00:50.0
128820,19152,1,Shipped,2021-07-15 07:03:05.0
128823,109896,9,Shipped,2021-07-15 07:03:50.0
128826,57952,5,Rejected,2021-07-15 07:04:56.0
128829,74960,4,Shipped,2021-07-15 07:07:20.0
128832,95052,4,Rejected,2021-07-15 07:12:05.0
128835,84968,8,Shipped,2021-07-15 07:12:34.0
128838,30888,5,Shipped,2021-07-15 07:12:45.0
128841,48136,8,Shipped,2021-07-15 07:12:59.0
128844,109808,1,Rejected,2021-07-15 07:13:16.0
128847,58580,8,Shipped,2021-07-15 07:14:53.0
128850,90308,1,Rejected,2021-07-15 07:16:26.0
128853,66368,4,Shipped,2021-07-15 07:25:00.0
128856,57952,5,Rejected,2021-07-15 07:31:28.0
128859,21172,1,Shipped,2021-07-15 07:31:29.0
128862,57952,5,Rejected,2021-07-15 07:32:04.0
128865,57952,5,Rejected,2021-07-15 07:32:35.0
128868,88640,4,Shipped,2021-07-15 07:33:24.0
128871,57952,5,Rejected,2021-07-15 07:33:35.0
128874,109468,3,Rejected,2021-07-15 07:34:03.0
128877,51508,5,Shipped,2021-07-15 07:36:23.0
128880,65896,7,Rejected,2021-07-15 07:36:30.0
128883,57952,5,Shipped,2021-07-15 07:37:32.0
128886,13156,2,Shipped,2021-07-15 07:38:00.0
128889,110020,9,Rejected,2021-07-15 07:39:45.0
128892,62572,1,Rejected,2021-07-15 07:41:39.0
128895,40152,1,Rejected,2021-07-15 07:46:37.0
128898,40152,1,Rejected,2021-07-15 07:50:18.0
128901,87136,8,Rejected,2021-07-15 07:50:30.0
128904,110036,2,Rejected,2021-07-15 07:55:57.0
128907,87136,8,Rejected,2021-07-15 07:57:00.0
128910,91152,1,Shipped,2021-07-15 08:02:52.0
