order_item_id,fk_product_id,fk_order_id,ordered_quantity,order_quantity_accepted,rate
67162,1039,128448,1,0,2236
67163,11583,128451,1,0,2961
67164,12677,128454,2,2,2142.86
67165,10975,128457,1,1,11254.5
67166,10975,128460,1,1,12779.7
67167,12652,128463,1,1,7203.4
67168,1039,128466,1,1,2236
67169,11583,128466,1,1,2268
67170,9925,128469,17,17,3038
67171,2282,128472,1,0,4000
67172,7640,128475,1,1,13642.3
67173,9912,128478,1,0,3977
67174,9912,128478,5,0,1895
67175,3605,128481,1,0,3249
67176,8424,128484,1,0,8590
67177,8425,128487,1,1,3983.05
67178,10225,128487,1,1,4177.1
67179,10226,128487,1,1,3772.9
67180,10235,128487,1,1,1325
67181,11118,128487,1,0,2478
67182,10235,128490,3,3,1368.99
67183,10235,128490,6,6,1324.5
67184,7802,128493,10,9,4904
67185,7271,128496,5,0,2216
67186,8424,128499,1,0,8590
67187,9925,128502,4,4,3038
67188,11105,128505,1,1,7382
67189,12652,128508,1,1,7203.4
67190,1038,128511,1,0,7247
67191,9912,128514,1,0,3977
67192,11189,128517,1,0,5084
67193,3610,128520,1,1,11939
67194,8422,128523,1,0,6196
67195,11982,128526,3,0,2100
67196,11138,128529,1,1,6642
67197,9919,128532,1,1,3844
67198,9923,128532,1,0,4687
67199,8444,128532,1,0,5940
67200,8422,128535,1,0,3218
67201,8428,128538,5,5,1540
67202,9925,128541,3,3,3038
67203,11107,128541,1,1,3213
67204,1040,128544,1,0,3483
67205,1040,128547,1,1,3483
67206,8354,128547,1,1,8288
67207,10225,128550,1,0,3997.5
67208,10225,128553,1,0,3997.5
67209,1039,128556,1,0,2280
67210,8349,128559,2,0,2701
67211,10975,128562,1,1,13564.1
67212,10975,128562,1,1,13830.5
67213,8429,128565,10,0,3257
67214,8429,128568,3,0,3257
67215,8429,128571,3,0,3257
67216,3648,128574,2,0,10619
67217,1039,128577,1,0,2236
67218,7827,128580,1,0,6575.59
67219,8384,128583,1,1,4746
67220,7858,128586,1,0,6153
67221,7858,128586,1,0,3213
67222,7858,128586,1,0,2688
67223,11169,128589,1,0,5145
67224,11169,128589,1,0,2741
67225,11731,128592,1,0,4402
67226,7541,128595,2,0,1523
67227,9912,128595,1,0,1895
67228,9912,128595,1,0,1988
67229,9919,128595,1,0,3666
67230,11161,128598,1,0,5975
67231,8452,128601,1,0,6149
67232,11141,128601,1,0,8316
67233,10772,128604,2,0,3594
67234,8458,128607,2,0,2497
67235,8221,128610,1,0,2741.53
67236,12762,128613,4,0,798.02
67237,10224,128616,1,0,4311.9
67238,11731,128616,1,0,4402
67239,8428,128619,3,0,1982
67240,10236,128619,3,3,1302.5
67241,11136,128619,1,0,2533
67242,11155,128622,1,0,6725
67243,12444,128622,1,0,4346
67244,8432,128625,2,0,4244
67245,8428,128628,3,0,1982
67246,10236,128628,2,0,1302.5
67247,11136,128628,2,0,2533
67248,10224,128631,1,0,4132
67249,8438,128634,1,0,3603
67250,10235,128637,4,0,1368.99
67251,12710,128640,3,3,9600
67252,1039,128643,1,1,2478
67253,11125,128643,2,0,1891
67254,8428,128643,2,2,1540
67255,8210,128646,1,1,12788
67256,8210,128646,1,1,13007
67257,11111,128646,1,0,27710
67258,10235,128649,10,0,1325
67259,9901,128652,1,0,3549
67260,9895,128655,1,0,1295
67261,9895,128658,2,2,1295
67262,10235,128661,20,15,1368.99
67263,10235,128664,2,2,1325
67264,8428,128667,20,20,1540
67265,10235,128670,4,4,1368.99
67266,12762,128670,8,0,798.02
67267,10235,128673,3,0,1325
67268,11123,128676,1,1,5138
67269,11123,128676,2,1,5757
67270,11125,128676,5,2,1891
67271,9895,128679,2,2,1295
67272,8425,128682,2,0,3983.05
67273,11125,128685,5,0,1891
67274,8437,128688,1,0,2152
67275,11106,128688,4,4,4120
67276,11106,128688,2,2,3560
67277,11106,128688,1,1,3770
67278,11118,128688,2,2,2478
67279,11141,128688,1,1,4578
67280,10224,128691,1,0,4132
67281,11156,128691,1,0,4460
67282,11186,128694,1,1,3499
67283,7575,128697,1,0,11151.2
67284,7575,128697,1,0,10822
67285,8464,128700,1,0,28423
67286,8444,128703,2,0,6203
67287,1038,128706,3,0,6988
67288,1038,128706,4,0,6854
67289,3610,128709,1,0,12674
67290,12763,128712,5,5,3307.5
67291,3610,128715,4,4,11939
67292,8648,128718,2,0,2446.5
67293,10235,128721,3,3,1368.99
67294,11146,128721,1,1,3669
67295,11121,128724,2,1,2532
67296,11123,128724,2,2,5162
67297,10520,128727,1,0,3571.32
67298,11106,128727,1,0,3770
67299,8425,128730,1,0,3884
67300,8425,128730,1,0,3979
67301,10235,128730,4,0,1324.5
67302,10235,128733,10,0,1369.9
67303,10235,128733,5,0,1325
67304,11138,128736,1,0,60436
67305,3610,128739,1,0,12605
67306,3610,128739,2,0,12054
67307,7607,128739,5,0,7220
67308,3269,128742,1,0,9038
67309,10235,128745,10,10,1369.9
67310,10235,128745,5,5,1325
67311,10235,128748,4,4,1369.9
67312,10236,128748,5,5,1302.5
67313,3610,128751,3,0,12605
67314,3610,128754,2,2,12605
67315,3610,128754,2,2,12054
67316,8219,128757,1,1,13601.7
67317,8219,128757,1,1,14238
67318,7666,128760,1,1,10933
67319,11125,128763,8,8,1891
67320,12806,128766,1,0,25423.7
67321,8335,128769,3,3,2597
67322,1548,128772,1,1,10509
67323,1548,128772,1,0,10763
67324,1548,128772,2,0,5550.9
67325,8424,128775,1,0,8590
67326,8424,128775,1,0,8250
67327,8219,128778,27,0,13288.2
67328,8219,128778,3,0,13488.3
67329,1548,128781,1,0,5550.9
67330,11172,128784,1,0,2621
67331,12806,128787,1,0,25423.7
67332,11124,128790,1,0,1771
67333,11124,128790,1,0,567
67334,11124,128790,1,0,682
67335,1548,128793,2,2,10509
67336,1548,128793,1,1,10763
67337,1548,128793,7,7,5127.12
67338,9925,128796,8,8,4783
67339,1548,128799,1,0,10763
67340,12806,128802,1,0,25423.7
67341,1548,128805,1,0,10509
67342,1548,128805,1,0,10763
67343,1548,128805,1,0,5550.9
67344,11899,128808,1,0,12396.5
67345,11118,128811,1,1,2722
67346,11118,128811,1,1,2478
67347,1548,128814,3,3,10509
67348,1548,128814,1,0,10763
67349,11189,128817,1,1,5084
67350,12700,128820,2,2,7924
67351,8425,128823,2,2,3983.05
67352,10235,128823,3,3,1369.9
67353,8389,128826,1,0,2620
67354,8354,128826,1,0,7765
67355,9925,128829,2,2,3038
67356,1040,128832,2,0,3551
67357,1040,128832,2,0,3688
67358,8210,128835,1,1,13007
67359,11658,128838,1,1,1365
67360,12699,128841,3,2,3170
67361,11139,128844,1,0,4221
67362,11139,128844,1,0,3686
67363,11139,128844,1,0,3948
67364,9919,128847,2,2,3844
67365,9919,128847,1,1,3666
67366,8219,128850,18,0,13288.2
67367,8219,128850,2,0,13488.3
67368,1040,128853,2,1,3551
67369,1040,128853,2,2,3688
67370,8354,128856,1,0,7765
67371,2862,128859,1,1,4200
67372,8389,128862,1,0,2620
67373,8354,128865,1,0,7765
67374,3610,128868,1,1,12605
67375,8389,128871,1,0,2620
67376,1041,128874,1,0,5429
67377,1548,128877,4,4,10509
67378,1548,128877,3,3,10763
67379,11246,128880,2,0,3047
67380,8389,128883,1,1,2620
67381,8354,128883,1,1,7765
67382,1043,128886,1,1,10533
67383,10235,128889,2,0,1369.9
67384,10236,128889,1,0,1302.5
67385,1548,128892,1,0,10509
67386,10975,128895,1,0,12275
67387,10975,128898,1,0,12275
67388,8425,128901,1,0,3979
67389,9915,128904,2,0,2881
67390,11118,128907,1,0,2478
67391,10975,128910,2,2,11254.5
67392,8444,128913,1,0,5940
67393,12522,128916,122,0,800
67394,11165,128919,1,0,17284
67395,11155,128922,1,0,12758
67396,11155,128922,1,0,6725
67397,7776,128925,1,1,2510
67398,11186,128928,1,1,3499
67399,12487,128931,2,0,3322
67400,3610,128934,1,1,7817
67401,10235,128937,3,3,1369.9
67402,10235,128937,7,7,1325
67403,10204,128940,1,1,3074
67404,3279,128943,1,1,5837
67405,10975,128946,1,1,7563.56
67406,2862,128949,1,1,4200
67407,1548,128952,1,1,10509
67408,1548,128952,1,1,10763
67409,1548,128952,1,1,5127.12
67410,1548,128952,1,1,5550.9
67411,7666,128952,1,1,10933
67412,3620,128955,1,1,5185
67413,11169,128955,1,1,2741
67414,8335,128958,3,0,2597
67415,8760,128961,1,1,2335
67416,8425,128961,1,1,3979
67417,11118,128961,1,1,2478
67418,8195,128964,1,0,18829
67419,8083,128964,1,1,4373
67420,8335,128967,3,0,2597
67421,10235,128970,5,5,1369.9
67422,10235,128970,4,4,1325
67423,8684,128973,20,0,2501
67424,8684,128973,1,0,2482
67425,1548,128976,2,0,10509
67426,1548,128976,2,0,10763
67427,9174,128979,2,2,5297
67428,11133,128982,1,0,1691
67429,11140,128982,1,0,4066
67430,11152,128982,1,0,6955
67431,8440,128985,1,0,10198
67432,1043,128988,1,1,5320
67433,1043,128988,1,1,10533
67434,8424,128991,3,3,3854
67435,11140,128994,1,0,7481
67436,11140,128994,1,0,4066
67437,11152,128994,1,0,6955
67438,1038,128997,5,0,6985
67439,1038,128997,5,0,6855
67440,3610,128997,1,0,7817
67441,1041,129000,5,5,4423
67442,1041,129000,5,5,4240
67443,10235,129003,10,0,1325
67444,1038,129006,6,6,6985
67445,1038,129006,4,4,6855
67446,3610,129006,1,1,7817
67447,12652,129006,1,1,7203.4
67448,11130,129009,1,0,8610
67449,11146,129009,1,1,3669
67450,8384,129012,1,1,4658
67451,1548,129015,1,1,10509
67452,8444,129018,1,0,6166
67453,1041,129021,1,0,4725
67454,10224,129024,1,0,4132.2
67455,10224,129027,1,0,4311.9
67456,10235,129027,2,0,1369.9
67457,1548,129030,1,1,10509
67458,7666,129030,1,1,10933
67459,11163,129033,1,0,4547
67460,7666,129036,1,1,10182
67461,11172,129036,1,1,2342
67462,8386,129039,1,0,7329
67463,8386,129042,1,0,7329
67464,11953,129045,1,1,3950
67465,3613,129048,1,0,8911
67466,8444,129051,2,2,6203
67467,8462,129054,1,0,3721
67468,10204,129057,1,0,3066
67469,11169,129060,1,0,5208
67470,529,129063,1,0,1650
67471,7754,129063,1,0,1325
67472,1038,129066,1,0,6985
67473,1043,129066,1,0,5320
67474,1548,129069,1,0,10509
67475,1548,129069,1,0,10763
67476,8219,129072,1,1,13288.2
67477,1038,129075,1,0,6985
67478,1038,129075,1,0,6855
67479,1043,129075,1,0,5320
67480,1043,129075,1,0,10533
67481,1548,129078,1,0,10509
67482,1548,129078,1,0,10763
67483,7666,129081,1,0,10933
67484,8424,129084,2,2,3854
67485,8428,129087,10,10,1540
67486,1548,129090,1,0,10509
67487,1548,129090,1,0,10763
67488,7666,129090,1,0,10933
67489,8420,129093,1,1,5661
67490,9910,129096,5,0,1994
67491,9919,129096,1,1,3666
67492,7640,129099,1,1,13886
67493,1805,129102,10,10,18733
67494,12697,129105,4,4,833.333
67495,12697,129105,2,2,1714.29
67496,12697,129105,1,1,1761.9
67497,1040,129108,2,0,3483
67498,1040,129108,2,0,3618
67499,8195,129111,1,0,18829
67500,8083,129111,1,0,4373
67501,10235,129114,4,4,1368.99
67502,10235,129114,4,4,1324.5
67503,8444,129117,1,1,5977
67504,8444,129117,1,1,6071
67505,11907,129120,1,1,3932.25
67506,1548,129123,1,1,10509
67507,1548,129123,1,1,10763
67508,7666,129123,1,1,10933
67509,10204,129126,1,1,3066
67510,10204,129126,1,1,3490
67511,8462,129126,1,0,3721
67512,11169,129126,1,1,5208
67513,1548,129129,1,0,10509
67514,1040,129132,91,91,3483
67515,1040,129132,28,28,3618
67516,1040,129135,91,0,3483
67517,1040,129135,28,0,3618
67518,11140,129138,1,1,7481
67519,10204,129141,1,1,3066
67520,10204,129141,2,2,3490
67521,11140,129144,1,1,4066
67522,11152,129144,1,1,6955
67523,1040,129147,1,0,3483
67524,3610,129150,3,3,11939
67525,10235,129153,1,0,1325
67526,10236,129156,1,0,1302.5
67527,11143,129159,1,0,2810
67528,10235,129162,1,0,1369.9
67529,10236,129162,1,0,1302.5
67530,11143,129162,1,0,4578
67531,9910,129165,4,4,1637
67532,11118,129168,3,3,2722
67533,11118,129168,1,1,2478
67534,12809,129171,10,0,2618.64
67535,1038,129174,1,0,6985
67536,1043,129174,1,0,5320
67537,1548,129177,1,0,10509
67538,3568,129180,1,0,6655
67539,3568,129180,1,0,6472
67540,3648,129180,1,0,10619
67541,8420,129183,1,0,6259
67542,11137,129186,2,2,3364
67543,11137,129189,2,0,3364
67544,9919,129192,1,0,3666
67545,1548,129195,5,2,5127.12
67546,8336,129198,1,0,2749
67547,12710,129201,3,3,9600
67548,2862,129204,1,0,4200
67549,1039,129207,2,0,2280
67550,1043,129210,1,0,5423
67551,1039,129213,5,0,2280
67552,8425,129216,1,1,3983.05
67553,8425,129216,1,1,4406.78
67554,9925,129219,1,1,3038
67555,8420,129222,1,0,5661
67556,8420,129222,1,0,6259
67557,8420,129222,1,0,5860
67558,8420,129222,1,0,5756
67559,8444,129225,1,0,6683
67560,8444,129225,1,0,6293
67561,3276,129228,1,0,3896
67562,8425,129231,1,0,3906
67563,8425,129231,1,0,4001
67564,1041,129234,1,0,4725
67565,7640,129237,3,3,14695
67566,7640,129237,2,2,13886
67567,10235,129240,3,0,1368.99
67568,10235,129240,4,0,1324.5
67569,10236,129240,2,0,1302.25
67570,10236,129240,2,0,1257.76
67571,10227,129243,10,10,1421
67572,10236,129243,10,10,1257.76
67573,1548,129246,1,1,10509
67574,9174,129246,1,1,5297
67575,11583,129249,1,1,2268
67576,1805,129252,1,0,18733
67577,11152,129255,1,0,6955
67578,11152,129255,1,0,6038
67579,11189,129258,5,0,5145
67580,3269,129261,5,0,9038
67581,11189,129264,1,0,5145
67582,3610,129267,1,0,11939
67583,12678,129270,1,1,1761.9
67584,12686,129270,1,1,1595.24
67585,9912,129273,2,0,3480
67586,10210,129273,1,0,2506
67587,8335,129276,3,3,2597
67588,9896,129279,1,1,6345
67589,9896,129279,1,1,3368
67590,9915,129279,1,0,2447
67591,10236,129282,6,0,1302.25
67592,10236,129282,10,0,1257.76
67593,2862,129285,2,2,4200
67594,8210,129288,1,0,13007
67595,10235,129288,3,0,1368.99
67596,10235,129288,3,0,1324.5
67597,2862,129291,1,1,4200
67598,3613,129294,1,0,11025
67599,11143,129297,1,1,3295
67600,8422,129300,1,0,6435
67601,3610,129303,1,1,11939
67602,1041,129306,1,0,4972
67603,11162,129309,1,0,3612
67604,10975,129312,1,1,21225
67605,10975,129312,1,1,12779.7
67606,2862,129315,1,0,4200
67607,7607,129318,50,0,6408
67608,11143,129321,1,0,3295
67609,7854,129324,2,2,4400
67610,10235,129327,5,5,1369.9
67611,10235,129327,3,3,1325
67612,10235,129330,3,3,1368.99
67613,10235,129330,1,1,1324.5
67614,3615,129333,1,0,4339
67615,3615,129333,2,0,4155
67616,3615,129336,1,0,4339
67617,3615,129336,2,0,4155
67618,10224,129339,1,0,4132
67619,10236,129339,1,0,1257.76
67620,3611,129342,3,0,3149
67621,10235,129345,1,0,1368.99
67622,11143,129348,1,0,3295
67623,8706,129351,1,0,6610
67624,10210,129354,1,0,2190
67625,8432,129357,2,0,4244
67626,7533,129360,481,0,4882
67627,10235,129363,1,0,1369.9
67628,10235,129363,1,0,1325
67629,8432,129366,1,0,3899
67630,8765,129369,1,0,1307
67631,11189,129372,1,0,5145
67632,1041,129375,1,0,4693
67633,8762,129378,1,0,5637
67634,11731,129381,2,0,4402
67635,11731,129381,3,0,5232
67636,12800,129384,53,0,8
67637,8664,129387,1,0,2288.2
67638,3610,129390,1,0,12484
67639,3610,129390,1,1,11939
67640,9883,129393,1,0,13765
67641,9902,129396,1,0,1916
67642,8444,129399,1,0,3350
67643,11189,129402,1,0,5145
67644,9901,129405,1,1,2422
67645,9915,129405,2,2,2447
67646,10236,129408,2,0,1302.5
67647,1548,129411,1,0,5550.9
67648,9174,129411,2,0,5297
67649,1805,129414,1,0,18969
67650,3606,129417,1,0,5199
67651,10975,129420,1,0,23805.1
67652,12800,129420,1,0,4
67653,12800,129423,1,0,4
67654,3606,129426,1,0,5199
67655,11123,129429,1,0,3352
67656,3635,129432,1,0,3937
67657,10236,129435,2,0,1302.25
67658,10236,129435,2,0,1257.76
67659,11123,129438,1,1,7338
67660,11172,129438,1,1,2583
67661,10235,129441,1,0,1368.99
67662,8444,129444,2,0,6591
67663,8444,129444,2,0,6203
67664,3615,129447,2,0,3990
67665,1041,129450,1,0,4725
67666,10236,129453,2,0,1302.5
67667,10975,129453,1,0,7563.56
67668,8210,129456,1,1,13007
67669,8664,129456,1,1,2288.2
67670,10235,129456,3,0,1368.99
67671,10235,129456,3,3,1324.5
67672,10236,129459,14,14,1257.76
67673,10236,129462,10,10,1257.6
67674,3269,129465,4,4,9038
67675,3269,129465,1,1,9877
67676,10235,129468,5,5,1368.99
67677,10235,129471,2,2,1368.99
67678,10235,129471,2,2,1324.5
67679,11140,129471,1,1,4460
67680,9916,129471,1,1,2619
67681,12809,129474,10,10,2618.64
67682,1039,129477,2,2,2280
67683,1043,129477,1,1,5423
67684,10235,129480,10,0,1368.99
67685,10235,129480,5,0,1324.5
67686,12802,129483,22,22,2210.8
67687,12680,129486,5,2,2000
67688,7569,129489,1,0,31642.6
67689,11658,129492,1,0,1365
67690,12856,129495,1,0,9540
67691,8219,129498,1,1,13601.7
67692,8219,129498,1,1,14238
67693,10235,129501,2,2,1369.9
67694,10235,129501,3,3,1325
67695,10236,129501,2,2,1302.5
67696,10236,129501,3,3,1257.6
67697,8386,129504,1,0,7476
67698,3613,129507,1,1,9600
67699,1038,129510,2,0,6985
67700,1038,129510,2,0,6855
67701,1038,129510,2,0,6724
67702,11140,129513,2,0,8253
67703,3610,129516,1,1,7607
67704,11143,129519,1,0,3295
67705,3610,129522,1,1,12605
67706,7243,129525,2,0,3165
67707,10975,129528,1,1,21225
67708,3302,129531,1,0,2664
67709,3284,129531,1,0,3584
67710,1041,129534,1,0,4528
67711,1041,129534,1,0,4252
67712,1041,129534,3,0,4066
67713,1041,129537,1,0,4528
67714,1041,129537,1,0,4252
67715,1041,129537,3,0,4066
67716,1039,129540,1,0,2280
67717,10235,129543,2,2,1368.99
67718,3641,129546,1,0,9112
67719,8629,129549,2,2,11466
67720,9174,129552,1,1,5297.03
67721,9174,129552,2,2,5526.01
67722,9925,129555,3,3,3038
67723,1041,129558,1,1,4455
67724,1041,129558,1,1,5004
67725,8420,129558,1,1,5756
67726,8435,129558,1,1,13988
67727,3279,129561,1,0,5837
67728,3610,129561,1,0,7607
67729,1038,129564,1,1,6985
67730,1038,129564,1,1,6855
67731,1043,129564,1,1,5320
67732,1043,129564,1,1,10533
67733,10235,129567,2,2,1368.99
67734,10235,129570,4,4,1369.9
67735,8210,129573,3,0,12443
67736,12487,129573,6,0,3322
67737,1043,129576,1,1,5320
67738,1043,129576,1,1,10533
67739,12652,129579,1,1,7203.4
67740,1041,129582,1,0,4693
67741,11155,129585,1,0,7460
67742,9925,129588,3,0,3038
67743,11107,129588,1,0,3213
67744,1041,129591,1,1,4528
67745,1041,129591,3,3,4066
67746,7607,129594,1,1,7220
67747,1548,129597,3,3,10509
67748,1548,129597,2,2,5127.12
67749,12795,129600,16,16,685
67750,12800,129603,50,0,4
67751,11907,129606,1,1,3932.25
67752,7504,129609,1,1,3992
67753,8210,129609,3,3,12443
67754,12487,129609,6,6,3322
67755,8221,129612,2,0,2741.53
67756,8763,129615,2,0,20350
67757,2862,129618,1,0,4200
67758,8221,129621,2,2,2789
67759,8684,129624,1,0,2578
67760,7804,129627,1,1,2554
67761,7271,129630,2,2,2177
67762,7271,129630,4,4,2153
67763,8354,129633,1,0,8288
67764,8354,129633,2,0,15369
67765,8354,129633,3,0,15289
67766,8354,129633,1,0,7765
67767,12713,129636,1,1,2400
67768,8210,129639,1,1,6720
67769,9919,129642,1,0,3844
67770,9919,129642,2,0,3666
67771,9915,129645,1,0,2447
67772,9915,129645,2,0,2881
67773,8210,129645,1,0,6694
67774,3615,129648,2,2,4155
67775,9925,129648,2,1,3038
67776,8210,129651,2,0,14679
67777,11169,129654,1,1,5145
67778,11169,129654,1,1,2741
67779,10975,129657,1,0,13564.1
67780,10975,129657,2,0,13830.5
67781,12800,129657,3,0,4
67782,7666,129660,1,1,10933
67783,10975,129663,1,1,14372
67784,12800,129663,16,4,8
67785,12800,129666,300,0,4
67786,10975,129669,1,1,13564.1
67787,10975,129669,2,2,13830.5
67788,12800,129669,12,12,4
67789,1041,129672,1,0,4693
67790,12677,129672,1,0,2142.86
67791,12679,129672,1,0,2380.95
67792,1041,129675,1,0,4972
67793,8444,129678,1,0,6750
67794,8444,129678,1,0,6345
67795,8444,129678,1,0,3350
67796,10236,129681,1,0,1302.25
67797,10236,129681,4,0,1257.76
67798,1548,129684,1,1,10509
67799,3615,129687,2,2,4155
67800,9919,129690,1,1,3844
67801,9919,129690,2,2,3666
67802,10236,129690,1,1,1302.25
67803,10236,129690,4,4,1257.76
67804,7881,129693,1,1,1470
67805,11169,129693,1,1,2741
67806,11186,129696,3,3,3499
67807,8444,129699,1,1,3350
67808,3615,129702,1,1,4339
67809,3615,129702,2,1,4155
67810,9925,129705,4,4,3038
67811,12802,129708,10,10,2210.8
67812,10975,129711,1,0,22008.5
67813,10975,129711,1,0,16169
67814,8425,129714,10,0,4057
67815,12802,129717,1,0,2210.8
67816,8425,129720,4,3,3884
67817,11143,129720,1,1,2810
67818,11143,129720,1,0,2688
67819,9925,129723,4,4,3038
67820,3610,129726,1,1,7817
67821,1548,129729,1,1,10509
67822,12680,129732,1,0,2000
67823,12682,129732,1,1,2904.76
67824,12686,129732,1,1,1595.24
67825,12688,129732,1,1,1023.81
67826,12691,129732,1,0,1023.81
67827,8684,129735,18,0,2501
67828,10207,129738,2,0,4876
67829,11143,129738,1,0,2810
67830,1548,129741,2,2,10509
67831,7666,129741,1,1,10933
67832,1805,129744,2,2,18733
67833,12800,129747,53,0,8
67834,8386,129750,1,0,2476
67835,7637,129753,1,0,29661
67836,8444,129756,1,0,3350
67837,2282,129759,2,2,4000
67838,8335,129762,1,0,2597
67839,3610,129765,3,0,12054
67840,1548,129768,1,0,10509
67841,8787,129771,2,0,1874
67842,10248,129774,2,2,5342.03
67843,8460,129777,1,1,3356
67844,10225,129777,1,1,3997.5
67845,11136,129777,2,2,2481
67846,8444,129780,2,0,6203
67847,1041,129783,1,1,4455
67848,1043,129783,1,1,5320
67849,9925,129783,1,1,3038
67850,9938,129786,1,0,2757
67851,8444,129789,2,0,6203
67852,8428,129792,21,0,1540
67853,11131,129795,1,0,9913
67854,1548,129798,1,1,5550.9
67855,11899,129801,2,2,13056.6
67856,8335,129804,1,0,2597
67857,3568,129807,1,0,7206
67858,3568,129807,1,0,6931
67859,7810,129810,1,0,3088
67860,7810,129810,1,0,1581.26
67861,8443,129813,1,0,6800
67862,8443,129816,1,0,6700
67863,8443,129816,1,0,6940
67864,8443,129816,1,0,6800
67865,11907,129819,5,5,4204
67866,12487,129822,1,1,3423
67867,9919,129825,1,0,3666
67868,3611,129828,2,0,3149
67869,9919,129831,1,0,3666
67870,8210,129834,1,1,12443
67871,10520,129837,1,0,3701.69
67872,2358,129840,1,1,1200
67873,12677,129843,1,0,2142.86
67874,12677,129846,1,0,2142.86
67875,1039,129849,1,0,2280
67876,12677,129852,1,0,2142.86
67877,2862,129855,1,0,4200
67878,7754,129858,4,0,1325
67879,3568,129861,1,0,6655
67880,3648,129861,1,0,10619
67881,2358,129864,3,3,1200
67882,11123,129867,1,0,5162
67883,11155,129870,1,0,12506
67884,11155,129870,1,0,12758
67885,8443,129873,1,1,6700
67886,8443,129873,1,0,6940
67887,8443,129873,1,1,6800
67888,10236,129876,2,0,1257.6
67889,10235,129876,2,0,1325
67890,7607,129879,1,0,7016.95
67891,8210,129882,1,0,12788
67892,11731,129885,1,0,5229.63
67893,8429,129888,1,0,2900
67894,9941,129891,1,0,5537
67895,12500,129894,1,0,2119
67896,12802,129897,1,0,1007.7
67897,8141,129900,1,0,1726
67898,12420,129903,4,0,1776.64
67899,12420,129903,3,0,1437.11
67900,3276,129906,1,0,2763
67901,1041,129909,1,0,4972
67902,12692,129912,1,0,3333.33
67903,10224,129915,2,0,4311.9
67904,11731,129915,2,0,4402
67905,1805,129918,1,0,18733
67906,11131,129921,1,0,9913
67907,11131,129924,1,0,9913
67908,10975,129927,1,0,18906.8
67909,8785,129930,1,0,3875
67910,8664,129933,3,0,2288.2
67911,8765,129936,3,0,1307
67912,11137,129939,1,0,3384
67913,10248,129942,1,0,4830.5
67914,11731,129942,1,0,5229.63
67915,8428,129945,39,0,1540
67916,8210,129948,1,0,6694
67917,11118,129951,4,4,2722
67918,11118,129951,1,1,2478
67919,11118,129954,2,2,2722
67920,9899,129957,1,0,1980
67921,9899,129957,1,0,1711
67922,9899,129960,2,0,1711
67923,11187,129963,1,0,5229
67924,11119,129966,1,1,10055
67925,11731,129966,1,0,5229.63
67926,11731,129966,1,1,4947.59
67927,8425,129969,2,2,4110
67928,8425,129969,1,1,4210
67929,8462,129972,1,0,3770
67930,8462,129972,1,0,7400
67931,9919,129975,5,0,3203
67932,9919,129975,5,0,3666
67933,8425,129978,1,1,4210
67934,10553,129978,1,0,4671.61
67935,8425,129981,2,2,4110
67936,8425,129981,1,1,4210
67937,12800,129984,200,0,4
67938,11104,129987,1,1,11277
67939,9915,129987,1,1,2881
67940,10975,129990,1,0,21225
67941,10975,129990,1,0,12779.7
67942,7802,129993,1,0,4956
67943,7802,129996,1,0,5114
67944,7802,129999,1,0,4956
67945,7802,130002,1,0,5114
67946,7802,130005,1,0,4956
67947,7802,130005,1,0,5114
67948,1548,130008,1,1,10509
67949,7666,130008,2,2,10933
67950,8428,130011,25,25,1734
67951,12802,130011,21,21,2210.8
67952,7872,130014,3,3,1827
67953,7872,130014,2,2,1985
67954,10235,130017,9,9,1344.5
67955,11123,130020,1,0,5162
67956,12749,130023,3,3,4025.42
67957,1041,130026,1,0,4066
67958,8425,130029,2,2,4110
67959,8425,130029,1,0,4210
67960,12652,130032,15,15,7203.4
67961,3615,130035,1,0,4181
67962,3615,130035,19,0,3998
67963,12749,130038,1,1,4025.42
67964,11143,130041,1,1,2810
67965,11143,130041,1,1,2478
67966,10227,130044,8,8,1369.9
67967,9919,130047,2,0,3702
67968,3610,130050,1,0,12605
67969,11167,130053,2,0,5562
67970,10975,130056,1,0,22008.5
67971,10204,130059,1,1,3066
67972,10204,130059,3,3,3490
67973,12682,130062,2,2,2904.76
67974,1548,130065,3,3,10509
67975,1548,130065,1,0,5127.12
67976,8482,130068,1,1,5244
67977,12682,130071,2,0,2904.76
67978,3279,130074,2,0,5837
67979,8444,130077,2,0,7120
67980,10248,130077,1,0,4830.5
67981,11731,130077,1,0,5229.63
67982,8444,130080,2,0,7120
67983,10248,130080,1,0,4830.5
67984,11731,130080,1,0,5229.63
67985,3279,130083,2,2,5837
67986,9925,130083,2,1,3038
67987,8219,130086,5,5,14238
67988,1038,130089,1,0,6855
67989,3266,130089,1,0,18857
67990,8425,130092,1,0,4310
67991,10225,130092,1,0,4505.64
67992,10245,130092,1,0,5210.5
67993,10975,130092,1,0,14806.8
67994,12800,130092,106,0,8
67995,1038,130095,1,1,6985
67996,1038,130095,1,1,6855
67997,11146,130098,2,2,6979
67998,11146,130098,2,2,3669
67999,7546,130101,1,0,11609
68000,8664,130104,3,0,2288.2
68001,7802,130107,1,1,4956
68002,7802,130107,1,1,5114
68003,8325,130110,2,2,10169.5
68004,8325,130110,1,1,8983.05
68005,8325,130110,1,0,10635.6
68006,10975,130110,3,3,11254.5
68007,10975,130110,1,1,11796.6
68008,12802,130113,1,0,2210.8
68009,12802,130113,1,0,2535.6
68010,9919,130116,1,0,3702
